census_block_group,Total population,Households total,female_ratio,white_ratio,black_ratio,asian_ratio,Hispanic_ratio,non_Hispanic_white_ratio,non_Hispanic_black_ratio,bachelor_ratio,english_limited_ratio,average_income,median_income,poverty_ratio,median_age,population_young_ratio,population_middle_ratio,population_old_ratio,unemployed_ratio,moved_in_5_years_ratio,disability_household_ratio,no_health_insurance_ratio,single_family_ratio,driving_ratio,public_transit_ratio,average_commuting_time,leave_home_time,average_household_size,children_rate,vehicle_rate,longitude,latitude,average_income_group
421010007001,665,570,0.4992481203007519,0.8195488721804511,0.0285714285714285,0.1368421052631579,0.118796992481203,0.7007518796992481,0.0285714285714285,0.6966824644549763,0.0561403508771929,78929.82456140351,49918.0,0.1052631578947368,46.6,0.025563909774436,0.5639097744360902,0.4105263157894737,0.0296803652968036,0.1842105263157894,0.1736842105263158,0.037593984962406,0.0,0.2192771084337349,0.3903614457831325,27.78720626631853,7.898172323759791,1.1456140350877193,0.288135593220339,0.3228070175438596,-75.1750048109752,39.95145969884801,3.0
421010007002,1780,1114,0.451123595505618,0.6696629213483146,0.098876404494382,0.2129213483146067,0.1050561797752809,0.5730337078651685,0.098876404494382,0.9090909090909092,0.011669658886894,100623.87791741472,62759.0,0.2256235827664399,32.7,0.0449438202247191,0.7966292134831461,0.1584269662921348,0.0009596928982725,0.0942549371633752,0.0718132854578097,0.0101123595505617,0.0230312035661218,0.1934846989141165,0.3464955577492596,30.887434554973822,8.638219895287959,1.4838420107719927,0.3004484304932735,0.3563734290843806,-75.16891528510797,39.95070100212862,4.0
421010007003,809,593,0.6563658838071693,0.4956736711990111,0.2669962917181706,0.1866501854140914,0.0259579728059332,0.4697156983930778,0.2669962917181706,0.7257462686567164,0.0,42474.70489038786,26232.0,0.273176761433869,27.7,0.0,0.9604449938195304,0.0395550061804697,0.0632090761750405,0.2428330522765598,0.1079258010118043,0.0655129789864029,0.0251968503937007,0.1553571428571428,0.2089285714285714,26.305350553505534,8.293357933579335,1.2445193929173692,0.0,0.4350758853288364,-75.17882527916713,39.95192437870477,0.0
421010008011,1588,907,0.4338790931989924,0.7701511335012594,0.0931989924433249,0.0711586901763224,0.0724181360201511,0.6977329974811083,0.0931989924433249,0.904833836858006,0.0,115700.11025358325,91453.0,0.130352644836272,30.1,0.0768261964735516,0.8318639798488665,0.0913098236775818,0.0205540661304736,0.1168687982359426,0.0749724366041896,0.0201511335012594,0.0285433070866141,0.3207024029574861,0.0693160813308687,27.629016553067185,8.414070107108081,1.6571113561190738,0.427536231884058,0.7232635060639471,-75.18005085867829,39.95005996660007,4.0
421010008031,734,525,0.5204359673024523,0.8923705722070845,0.0,0.050408719346049,0.0381471389645776,0.8542234332425068,0.0,0.9004524886877828,0.0304761904761904,42333.333333333336,42682.0,0.2002724795640326,31.0,0.0217983651226158,0.7275204359673024,0.2506811989100817,0.0850661625708884,0.059047619047619,0.0,0.1171662125340599,0.0,0.1323529411764706,0.1323529411764706,22.11647727272728,9.990767045454543,1.3523809523809525,0.0,0.3542857142857143,-75.17678493116989,39.94969092226782,0.0
421010008032,1294,711,0.6329211746522411,0.7689335394126738,0.0131375579598145,0.1754250386398763,0.0131375579598145,0.7557959814528593,0.0131375579598145,0.9339080459770116,0.0,101336.14627285513,64432.0,0.0324574961360123,30.3,0.1506955177743431,0.6916537867078826,0.1576506955177743,0.021476510067114,0.0956399437412095,0.0562587904360056,0.0193199381761978,0.0,0.2016460905349794,0.0205761316872428,23.02479338842976,9.162396694214875,1.6132208157524612,0.9627659574468084,0.4177215189873418,-75.17503161120524,39.94947401693136,4.0
421010008033,570,404,0.643859649122807,0.8508771929824561,0.0,0.1491228070175438,0.0298245614035087,0.8210526315789474,0.0,0.9743589743589745,0.0,101720.29702970295,72241.0,0.1385964912280701,56.5,0.0,0.5263157894736842,0.4736842105263157,0.0,0.0,0.1732673267326732,0.0,0.0,0.1132075471698113,0.2183288409703504,28.40648854961832,9.8043893129771,1.3663366336633664,0.0,0.3168316831683168,-75.1722090186758,39.94900382636028,4.0
421010008034,971,654,0.6086508753861998,0.9062821833161688,0.0,0.0792996910401647,0.0,0.9062821833161688,0.0,0.9131428571428571,0.0,108780.58103975536,81042.0,0.0803295571575695,54.6,0.0164778578784757,0.525231719876416,0.4582904222451081,0.0147058823529411,0.0336391437308868,0.1162079510703364,0.0144181256436663,0.0164765525982256,0.2231833910034602,0.157439446366782,31.310043668122272,8.741812227074236,1.460244648318043,0.1088435374149659,0.5382262996941896,-75.17345832995298,39.94965944132242,4.0
421010008041,1699,1016,0.5467922307239552,0.924072984108299,0.0176574455562095,0.0582695703354914,0.100058858151854,0.824014125956445,0.0176574455562095,0.8066485753052918,0.0177165354330708,124318.40551181104,80865.0,0.0935844614479105,33.2,0.0588581518540317,0.6821659799882284,0.2589758681577399,0.0380047505938242,0.1358267716535433,0.0718503937007874,0.009417304296645,0.0,0.1710193765796124,0.1609098567818028,24.256178707224336,9.177994296577946,1.544291338582677,0.2310030395136778,0.5078740157480315,-75.16934865307516,39.94876057871223,4.0
421010008042,967,540,0.5036194415718718,0.6763185108583247,0.0382626680455015,0.2574974146845915,0.0,0.6763185108583247,0.0382626680455015,0.6702937976060935,0.0,106597.22222222222,94318.0,0.0692864529472595,40.0,0.0496380558428128,0.6659772492244054,0.2843846949327818,0.0941176470588235,0.024074074074074,0.0685185185185185,0.0361944157187176,0.0,0.1354359925788497,0.0482374768089053,20.427350427350422,8.152777777777779,1.6611111111111112,0.1056910569105691,0.5092592592592593,-75.16534778383811,39.94848753717466,4.0
