placekey,racial_segregation_index,Hispanic_selfcbg,black_selfcbg,asian_selfcbg,white_selfcbg,other_selfcbg,Hispanic_dif,Hispanic_real,black_dif,black_real,asian_dif,asian_real,white_dif,white_real,other_dif,other_real
222-222@628-p9k-zs5,0.236209,0.137679,0.415522,0.069022,0.352677,0.0251,-0.024958273957988344,0.11272072604201165,-0.18972701323621946,0.22579498676378054,-0.013616453199499591,0.05540554680050041,0.23028056390780616,0.5829575639078062,-0.0019788063958788224,0.02312119360412118
222-222@628-p9m-gzf,0.435598,0.051242,0.041925,0.034161,0.866977,0.005694,0.012458116286555111,0.06370011628655511,0.06766459885937334,0.10958959885937333,0.0047330653197609485,0.038894065319760945,-0.0896356927758093,0.7773413072241907,0.00478092531989105,0.01047492531989105
222-222@628-p9p-649,0.372712,0.100632,0.036211,0.168421,0.674105,0.020632,-0.007931596319549525,0.09270040368045047,0.06746248467759991,0.1036734846775999,-0.08810872003385863,0.08031227996614136,0.0306385813835115,0.7047435813835115,-0.002061695980918498,0.018570304019081503
222-222@628-p9p-q9f,0.352413,0.031881,0.070049,0.201167,0.67445,0.022452,0.0384053502823156,0.0702863502823156,0.06929798065770293,0.13934698065770293,-0.06053694079126368,0.14063005920873634,-0.05412614459320164,0.6203238554067984,0.006960643619313887,0.029412643619313887
222-222@628-p9p-t7q,0.340025,0.031881,0.070049,0.201167,0.67445,0.022452,0.050541518032513284,0.08242251803251328,0.06939873810439975,0.13944773810439975,-0.08224592661941017,0.11892107338058984,-0.040182210768760496,0.6342677892312395,0.0024887636485991585,0.024940763648599158
222-222@628-p9q-ht9,0.317271,0.147898,0.214715,0.146021,0.464715,0.026652,-0.0510885355440228,0.0968094644559772,-0.0636376345154179,0.1510773654845821,-0.06122640973650639,0.08479459026349362,0.18149670575830623,0.6462117057583062,-0.0055450561202644785,0.02110694387973552
222-222@628-p9q-s89,0.219622,0.147898,0.214715,0.146021,0.464715,0.026652,-0.02346244632404275,0.12443555367595725,-1.1625622387795298e-05,0.2147033743776122,-0.06254666401699627,0.08347433598300374,0.08761831180969104,0.552333311809691,-0.0015985698709599823,0.025053430129040016
222-222@628-p9q-tn5,0.335653,0.043973,0.028453,0.046042,0.842732,0.0388,0.05041870064934091,0.09439170064934091,0.10312792848000726,0.13158092848000727,0.024517754773695694,0.0705597547736957,-0.16454732220932344,0.6781846777906766,-0.013517128509855487,0.025282871490144514
222-222@628-p9q-vmk,0.212879,0.236874,0.173628,0.185561,0.403938,0.0,-0.03460382492057312,0.20227017507942688,0.03435890602913971,0.20798690602913972,-0.021009253071378936,0.16455174692862107,-0.01164808511127452,0.3922899148887255,0.03290174965807173,0.03290174965807173
222-222@628-p9q-wp9,0.282537,0.236874,0.173628,0.185561,0.403938,0.0,-0.13411947726243603,0.10275452273756397,0.0013738033015124884,0.1750018033015125,-0.09326494473440801,0.092296055265592,0.2007361303488746,0.6046741303488746,0.02527369798440213,0.02527369798440213
222-222@628-p9q-y5f,0.249034,0.100632,0.036211,0.168421,0.674105,0.020632,0.018753205657646987,0.11938520565764699,0.15733140130445122,0.19354240130445122,-0.08233277326950159,0.0860882267304984,-0.09571163303619756,0.5783933669638024,0.0019588198531943733,0.022590819853194374
222-222@628-p9q-y7q,0.383176,0.100632,0.036211,0.168421,0.674105,0.020632,-0.03287136760082819,0.06776063239917181,0.0765330989114118,0.11274409891141181,-0.08334753115159388,0.08507346884840611,0.036078544627442644,0.7101835446274426,0.0036062804988905815,0.024238280498890583
222-222@628-p9r-q75,0.362337,0.100632,0.036211,0.168421,0.674105,0.020632,-0.01553856779192217,0.08509343220807783,0.07865448658322369,0.11486548658322368,-0.04631423664019513,0.12210676335980486,-0.024316083066810656,0.6497889169331893,0.007513485466571622,0.028145485466571623
222-222@628-p9r-q9f,0.35388,0.100632,0.036211,0.168421,0.674105,0.020632,-0.012243283981841421,0.08838871601815858,0.08360417334943274,0.11981517334943273,-0.05881852639424373,0.10960247360575626,-0.01797534370141518,0.6561296562985848,0.005432082309745553,0.026064082309745554
222-222@628-p9s-ct9,0.217134,0.028319,0.155989,0.042247,0.763695,0.009749,0.09237533958014228,0.12069433958014228,0.07235171352047351,0.2283407135204735,0.04988661890558,0.09213361890558,-0.22244613556727855,0.5412488644327215,0.007833510510689336,0.017582510510689337
222-222@628-p9s-j7q,0.112272,0.084663,0.223313,0.034356,0.640491,0.017178,0.06819834476750523,0.15286134476750524,0.13476551318582244,0.35807851318582246,-0.007550153570581211,0.026805846429418786,-0.1935426300633904,0.44694836993660964,-0.0018720743193561436,0.015305925680643855
222-222@628-p9t-fvf,0.348756,0.084663,0.223313,0.034356,0.640491,0.017178,0.007157794682002394,0.0918207946820024,-0.0789382516686862,0.1443747483313138,0.021318908874059662,0.05567490887405966,0.052188380890662134,0.6926793808906622,-0.0017277414003256004,0.015450258599674398
222-222@628-p9t-gzf,0.316617,0.084663,0.223313,0.034356,0.640491,0.017178,0.023907251531471094,0.1085702515314711,-0.07116209058735859,0.15215090941264142,0.022304300049352153,0.05666030004935215,0.02085576110425047,0.6613467611042505,0.004093759718447554,0.021271759718447553
222-222@628-p9v-pgk,0.30461,0.084663,0.223313,0.034356,0.640491,0.017178,0.03770430411580589,0.12236730411580589,-0.08295311745463557,0.14035988254536444,0.044685161968687576,0.07904116196868757,-0.0008695847157191849,0.6396214152842808,0.0014322647599896536,0.018610264759989652
222-222@628-p9w-575,0.385724,0.022516,0.033595,0.191208,0.740172,0.012509,0.05216838291230389,0.07468438291230389,0.06887894289367276,0.10247394289367276,-0.08550005158168139,0.1057079484183186,-0.04887590200297398,0.6912960979970261,0.013328598988097452,0.02583759898809745
222-222@628-p9w-snq,0.279051,0.023697,0.220379,0.140995,0.513033,0.101896,0.056356157168598334,0.08005315716859833,0.0006498616144341163,0.2210288616144341,-0.08856440575137883,0.05243059424862117,0.11169043519236321,0.6247234351923632,-0.08013202593065633,0.02176397406934368
222-222@628-pfv-fxq,0.288139,0.0,0.905162,0.0,0.085234,0.009604,0.07753362391707945,0.07753362391707945,-0.20873347268335296,0.6964285273166471,0.02784648022436075,0.02784648022436075,0.09146676826608438,0.17670076826608438,0.011886696374288326,0.021490696374288326
222-222@628-pfw-rtv,0.263532,0.036077,0.517475,0.023675,0.330327,0.092446,0.04261367206106273,0.07869067206106273,0.14066642567001097,0.658141425670011,0.008828451031673477,0.03250345103167348,-0.13906114734750655,0.19126585265249343,-0.0530475012533607,0.0393984987466393
222-222@628-pfw-tvz,0.338606,0.033149,0.733886,0.066298,0.095764,0.070902,0.052641809799676295,0.08579080979967629,0.004087300301493291,0.7379733003014933,-0.025360425435186282,0.040937574564813714,0.006778776808134435,0.10254277680813444,-0.03814648403654245,0.032755515963457556
222-222@628-pfx-r6k,0.188856,0.046722,0.133384,0.072344,0.6948,0.052751,0.015485856243593603,0.0622078562435936,0.20276755985098643,0.33615155985098644,-0.029823981690462048,0.04252001830953796,-0.15800731123019418,0.5367926887698058,-0.030423035441528367,0.022327964558471632
222-222@628-pfy-2kz,0.275202,0.046722,0.133384,0.072344,0.6948,0.052751,-0.011976077928983433,0.034745922071016566,0.15208911364752242,0.2854731136475224,-0.03690565406965023,0.03543834593034977,-0.07382825895903689,0.6209717410409631,-0.0293799434001912,0.0233710565998088
222-222@628-pfy-5xq,0.125164,0.014168,0.030697,0.012987,0.919717,0.022432,0.04624289437233068,0.06041089437233068,0.3713600756891056,0.4020570756891056,0.024745649047477565,0.037732649047477564,-0.4496438833350683,0.47007311666493173,0.007294307930687166,0.029726307930687167
222-222@628-pfy-649,0.378132,0.014168,0.030697,0.012987,0.919717,0.022432,0.01938626322003615,0.03355426322003615,0.1358133964714311,0.1665103964714311,0.04364942683724707,0.05663642683724707,-0.1983989857392493,0.7213180142607507,-0.0004511105145434159,0.021980889485456585
222-222@628-pfy-b49,0.260021,0.072131,0.103279,0.054098,0.740984,0.029508,-0.015218939761522152,0.05691206023847785,0.16966699165329174,0.27294599165329175,-0.015227842086987645,0.038870157913012356,-0.13748825851277657,0.6034957414872234,-0.001731871358462131,0.02777612864153787
222-222@628-pfy-w8v,0.225704,0.011696,0.086257,0.071637,0.80848,0.02193,0.06116275932646492,0.07285875932646492,0.1977995859958819,0.2840565859958819,-0.02636844385206087,0.045268556147939135,-0.23830586650321506,0.5701741334967849,0.005712178338472339,0.02764217833847234
222-222@628-pfz-bhq,0.274959,0.0,0.327068,0.006266,0.666667,0.0,0.052704960264762284,0.052704960264762284,-0.059519416505229406,0.2675485834947706,0.03261486622595796,0.03888086622595796,-0.0459327338010872,0.6207342661989128,0.02013160191735449,0.02013160191735449
222-222@628-pfz-bzf,0.316982,0.199346,0.026144,0.0,0.75817,0.01634,-0.13312565170818233,0.06622034829181767,0.2097781360348135,0.2359221360348135,0.01474727630970669,0.01474727630970669,-0.09646754423412829,0.6617024557658717,0.005068063766572657,0.021408063766572658
222-222@628-pfz-ch5,0.244163,0.016254,0.182332,0.018375,0.773145,0.009894,0.032341363776775114,0.04859536377677512,0.09815454113630395,0.28048654113630395,0.03673082130604355,0.05510582130604355,-0.19282816065657038,0.5803168393434296,0.02560152833522643,0.03549552833522643
222-222@628-pfz-ckf,0.198751,0.016254,0.182332,0.018375,0.773145,0.009894,0.05212987144034878,0.06838387144034878,0.12964530149598363,0.3119773014959836,0.029723598472537995,0.048098598472537994,-0.22829251703158115,0.5448524829684188,0.016793848972910006,0.026687848972910006
222-222@628-pfz-qmk,0.188732,0.0,0.0,0.0,1.0,0.0,0.060674059869411136,0.060674059869411136,0.34713984928324765,0.34713984928324765,0.030414307120867876,0.030414307120867876,-0.47736455380571485,0.5226354461942851,0.03913659585364055,0.03913659585364055
222-222@628-pfz-t9z,0.244913,0.037705,0.198361,0.098361,0.672131,-0.006557,0.02777269586054612,0.06547769586054612,0.05439041756718216,0.25275141756718217,-0.033132939509990356,0.06522806049000965,-0.08382257790051695,0.5883084220994831,0.03479157971356099,0.02823457971356099
222-222@628-pg3-wzf,0.370566,0.0,0.898428,0.0,0.070133,0.031439,0.0603375317031713,0.0603375317031713,-0.12430887467793694,0.7741191253220631,0.02586478254058429,0.02586478254058429,0.041777711916691565,0.11191071191669157,-0.003671163260307836,0.027767836739692166
222-222@628-pg4-68v,0.167336,0.003012,0.735944,0.0,0.198795,0.062249,0.06151897197191844,0.06453097197191844,-0.16433752099406274,0.5716064790059373,0.03539402130824041,0.03539402130824041,0.09752222268459992,0.2963172226845999,-0.030097670508524035,0.03215132949147596
222-222@628-pg4-ct9,0.239157,0.0,0.481028,0.019584,0.221542,0.277846,0.06428954782066468,0.06428954782066468,0.11824283709425676,0.5992708370942568,0.006747327361351491,0.026331327361351492,0.014060649904335365,0.23560264990433535,-0.20334029479701293,0.07450570520298705
222-222@628-pg4-f4v,0.262744,0.019178,0.703425,0.00274,0.231507,0.043151,0.026214123045787505,0.045392123045787505,-0.04485782361319168,0.6585671763868083,0.007870703327760159,0.010610703327760158,0.015718801174813585,0.24722580117481358,-0.0049462160604276315,0.03820478393957237
222-222@628-pg4-fmk,0.271479,0.036077,0.517475,0.023675,0.330327,0.092446,0.020084175864508863,0.05616117586450886,0.1387987954469625,0.6562737954469625,0.0028095023023468266,0.026484502302346828,-0.11825980323029184,0.21206719676970814,-0.04343272013097884,0.04901327986902116
222-222@628-pg4-fvf,0.327255,0.019178,0.703425,0.00274,0.231507,0.043151,0.03621778391234371,0.05539578391234371,0.022025150294103568,0.7254501502941035,0.020321148724304905,0.023061148724304904,-0.06962747600643288,0.16187952399356711,-0.008937570656153374,0.03421342934384663
222-222@628-pg4-hnq,0.216305,0.040523,0.371242,0.0,0.456209,0.132026,0.05043086961406275,0.09095386961406275,0.2459378990893007,0.6171798990893007,0.02761763492470879,0.02761763492470879,-0.2262789567451124,0.22993004325488758,-0.09770747411026387,0.03431852588973614
222-222@628-pg4-jgk,0.313656,0.019178,0.703425,0.00274,0.231507,0.043151,0.056245693470096975,0.07542369347009698,0.013647891966783066,0.717072891966783,0.026311968478745208,0.029051968478745208,-0.08238832745160607,0.14911867254839392,-0.013818051508435725,0.029332948491564276
222-222@628-pg9-zmk,0.291916,0.013636,0.124242,0.072727,0.775758,0.013636,0.11200383542849483,0.12563983542849483,0.02405561550474232,0.14829761550474233,0.16327186318482878,0.2359988631848288,-0.3054696392767049,0.47028836072329505,0.0061391270813350735,0.019775127081335074
222-222@628-pg9-zs5,0.159983,0.013636,0.124242,0.072727,0.775758,0.013636,0.0689592558884628,0.0825952558884628,0.19211915898186754,0.31636115898186756,0.00023768441893019798,0.0729646844189302,-0.27105712883834177,0.5047008711616582,0.009741841721545635,0.023377841721545636
222-222@628-pgb-2kz,0.062954,0.043309,0.060866,0.541943,0.320328,0.033554,0.05292372616310893,0.09623272616310893,0.4076107183929262,0.46847671839292615,-0.48443636586546607,0.05750663413453389,0.02393669981651292,0.3442646998165129,-3.479453981038161e-05,0.03351920546018962
222-222@628-pgb-4vz,0.095256,0.058483,0.111697,0.189673,0.585353,0.054795,0.03412635721769413,0.09260935721769413,0.25602935573380975,0.36772635573380974,-0.10919514531833638,0.08047785468166363,-0.15192277501652662,0.4334302249834734,-0.02903872935357301,0.025756270646426993
222-222@628-pgb-dvz,0.056543,0.013636,0.124242,0.072727,0.775758,0.013636,0.07257608268211109,0.08621208268211109,0.3313526644024331,0.4555946644024331,-0.007362401279566944,0.06536459872043306,-0.4085212016734011,0.36723679832659883,0.011955847952031964,0.025591847952031965
222-222@628-pgb-h89,0.242353,0.013636,0.124242,0.072727,0.775758,0.013636,0.05942449225282744,0.07306049225282744,0.11975004716178579,0.2439920471617858,0.003801286035744922,0.07652828603574492,-0.19431792219220467,0.5814400778077953,0.01134297741468591,0.02497897741468591
222-222@628-pgb-k4v,0.163337,0.01217,0.706897,0.032454,0.060852,0.187627,0.032928550971919476,0.04509855097191948,-0.1651175527597576,0.5417794472402424,0.041252499205138404,0.0737064992051384,0.22516778681103822,0.28601978681103823,-0.13423150465155897,0.05339549534844103
222-222@628-pgb-nh5,0.188901,0.07351,0.660927,0.072185,0.144371,0.049007,0.02550317139660882,0.09901317139660883,-0.06302558594044894,0.5979014140595511,-0.02098364292814177,0.05120135707185823,0.08063198418196571,0.2250029841819657,-0.022126033541312935,0.026880966458687067
222-222@628-pgb-st9,0.071977,0.122527,0.262088,0.089011,0.495604,0.030769,-0.042051981530118854,0.08047501846988114,0.14904424309208153,0.4111322430920815,-0.02856654960340186,0.06044445039659815,-0.08479155053788634,0.41081244946211365,0.006366875642489351,0.03713587564248935
222-222@628-pgb-swk,0.024927,0.058483,0.111697,0.189673,0.585353,0.054795,0.06952938370009518,0.12801238370009518,0.32365547243656084,0.43535247243656083,-0.11618051173467273,0.07349248826532728,-0.24625923089657725,0.33909376910342276,-0.030746128023619958,0.024048871976380046
222-222@628-pgb-tgk,0.106498,0.058483,0.111697,0.189673,0.585353,0.054795,0.04034445176485569,0.09882745176485569,0.39572588137747927,0.5074228813774793,-0.11103517865247527,0.07863782134752474,-0.2976488252054743,0.2877041747945257,-0.027387280542610495,0.02740771945738951
222-222@628-pgd-cqz,0.140454,0.120858,0.11306,0.12768,0.510721,0.12768,-0.02872297159179378,0.09213502840820621,0.4357748074053223,0.5488348074053223,-0.0746888745225345,0.052991125477465484,-0.23339856765263445,0.27732243234736553,-0.09896338358468694,0.028716616415313048
222-222@628-pgd-zs5,0.210017,0.030124,0.128175,0.285588,0.512995,0.043119,0.03688142550586046,0.06700542550586046,0.15327560861959802,0.28145060861959803,-0.13909736149849544,0.14649063850150457,-0.046860021350220604,0.4661349786497794,-0.004200551419133662,0.038918448580866336
222-222@628-pgf-52k,0.132016,0.010403,0.276983,0.387516,0.325098,0.0,0.03230122814064707,0.042704228140647074,0.14774803988841012,0.4247310398884101,-0.20197649877002233,0.1855395012299777,-0.006148233481069576,0.3189497665189304,0.02807561538014803,0.02807561538014803
222-222@628-pgf-gkz,0.386122,0.024239,0.80982,0.003108,0.07023,0.092604,0.025809797907515048,0.05004879790751505,-0.018025290565612417,0.7917947094343876,0.029870779306550528,0.03297877930655053,0.02968958004684978,0.09991958004684978,-0.0673458104001742,0.025258189599825794
222-222@628-pgg-pd9,0.227663,0.0,1.0,0.0,0.0,0.0,0.11873637648035232,0.11873637648035232,-0.362529268364581,0.637470731635419,0.03153656412502336,0.03153656412502336,0.18968621576501657,0.18968621576501657,0.022570146398714977,0.022570146398714977
222-222@628-pgg-syv,0.140203,0.079823,0.847007,0.0,0.063193,0.009978,-0.009028320933003126,0.07079467906699688,-0.29801170523874,0.54899529476126,0.04356365848910182,0.04356365848910182,0.2451427415490291,0.3083357415490291,0.018333029812766743,0.028311029812766744
222-222@628-pgh-cbk,0.289374,0.077376,0.907485,0.0,0.015139,0.0,0.04466023515035793,0.12203623515035793,-0.20985256557509702,0.697632434424903,0.03221140473002545,0.03221140473002545,0.11389959947367219,0.1290385994736722,0.01908135020813074,0.01908135020813074
222-222@628-pgh-hbk,0.290247,0.0,1.0,0.0,0.0,0.0,0.11567619150822137,0.11567619150822137,-0.3015164539442866,0.6984835460557134,0.04006187500982664,0.04006187500982664,0.12411287505112038,0.12411287505112038,0.02166555132466492,0.02166555132466492
222-222@628-pgj-hh5,0.073768,0.031792,0.240462,0.062428,0.564162,0.101156,0.05206056449101523,0.08385256449101523,0.22947496236399784,0.46993696236399785,0.0013942194494722948,0.06382221944947229,-0.22437574493485601,0.33978625506514404,-0.05855400756582998,0.04260199243417002
222-222@628-pgk-cdv,0.082986,0.120858,0.11306,0.12768,0.510721,0.12768,-0.062477434352482715,0.05838056564751728,0.3568329584209795,0.4698929584209795,-0.0602633806846479,0.06741661931535209,-0.13938353195263015,0.37133746804736983,-0.09470755601510664,0.032972443984893345
222-222@628-pgk-m49,0.227824,0.120858,0.11306,0.12768,0.510721,0.12768,-0.013466041212877214,0.10739195878712278,0.5125980919352244,0.6256580919352244,-0.10652077605240891,0.02115922394759108,-0.30200068787526935,0.20872031212473066,-0.09060980652284013,0.037070193477159855
222-222@628-pgk-sqz,0.147279,0.041991,0.125972,0.180404,0.458787,0.192846,0.018901197451927268,0.06089219745192727,0.4170498535560335,0.5430218535560335,-0.13383094284744684,0.04657305715255317,-0.15045707510574008,0.3083299248942599,-0.15166300535881927,0.04118299464118073
222-222@628-pgk-swk,0.097121,0.041991,0.125972,0.180404,0.458787,0.192846,0.026964832804504874,0.06895583280450487,0.3503119258012367,0.4762839258012367,-0.10896900128251678,0.07143499871748323,-0.13207021566521182,0.3267167843347882,-0.13623748393420793,0.056608516065792064
